:GT2K_LOG,1
:LOGGING_ID,14
:LOGGING_NAME,"シード剥離_導電率"
:SERIAL_ID,42
:DEVICE_NUM,3
:RECORD_NUM,120
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,
:DEV_COMMENT,"設備コード","モデル名","導電率"
:DEV_TYPE,STRING,STRING,BIN16
:DISP_TYPE,ASC,ASC,DEC
:DEV_SIZE,3,6,1
2024/03/11 01:01:09,,"LEV50001_020",2290
2024/03/11 01:01:39,,"LEV50001_020",2350
2024/03/11 01:02:09,,"LEV50001_020",2250
2024/03/11 01:02:39,,"LEV50001_020",2269
2024/03/11 01:03:09,,"LEV50001_020",2328
2024/03/11 01:03:39,,"LEV50001_020",2323
2024/03/11 01:04:09,,"LEV50001_020",2379
2024/03/11 01:04:39,,"LEV50001_020",2250
2024/03/11 01:05:09,,"LEV50001_020",2343
2024/03/11 01:05:39,,"LEV50001_020",2346
2024/03/11 01:06:09,,"LEV50001_020",2304
2024/03/11 01:06:39,,"LEV50001_020",2299
2024/03/11 01:07:09,,"LEV50001_020",2244
2024/03/11 01:07:39,,"LEV50001_020",2346
2024/03/11 01:08:09,,"LEV50001_020",2434
2024/03/11 01:08:39,,"LEV50001_020",2283
2024/03/11 01:09:09,,"LEV50001_020",2373
2024/03/11 01:09:39,,"LEV50001_020",2261
2024/03/11 01:10:09,,"LEV50001_020",2334
2024/03/11 01:10:39,,"LEV50001_020",2360
2024/03/11 01:11:09,,"LEV50001_020",2301
2024/03/11 01:11:39,,"LEV50001_020",2378
2024/03/11 01:12:09,,"LEV50001_020",2284
2024/03/11 01:12:39,,"LEV50001_020",2349
2024/03/11 01:13:09,,"LEV50001_020",2274
2024/03/11 01:13:39,,"LEV50001_020",2270
2024/03/11 01:14:09,,"LEV50001_020",2385
2024/03/11 01:14:39,,"LEV50001_020",2298
2024/03/11 01:15:14,,"LEV50001_020",2423
2024/03/11 01:15:43,,"LEV50001_020",2323
2024/03/11 01:16:14,,"LEV50001_020",2284
2024/03/11 01:16:42,,"LEV50001_020",2295
2024/03/11 01:17:09,,"LEV50001_020",2369
2024/03/11 01:17:39,,"LEV50001_020",2356
2024/03/11 01:18:09,,"LEV50001_020",2351
2024/03/11 01:18:39,,"LEV50001_020",2333
2024/03/11 01:19:09,,"LEV50001_020",2246
2024/03/11 01:19:39,,"LEV50001_020",2291
2024/03/11 01:20:09,,"LEV50001_020",2274
2024/03/11 01:20:39,,"LEV50001_020",2248
2024/03/11 01:21:09,,"LEV50001_020",2321
2024/03/11 01:21:39,,"LEV50001_020",2469
2024/03/11 01:22:09,,"LEV50001_020",2431
2024/03/11 01:22:39,,"LEV50001_020",2418
2024/03/11 01:23:09,,"LEV50001_020",2251
2024/03/11 01:23:39,,"LEV50001_020",2331
2024/03/11 01:24:09,,"LEV50001_020",2226
2024/03/11 01:24:39,,"LEV50001_020",2393
2024/03/11 01:25:09,,"LEV50001_020",2220
2024/03/11 01:25:39,,"LEV50001_020",2260
2024/03/11 01:26:09,,"LEV50001_020",2228
2024/03/11 01:26:39,,"LEV50001_020",2278
2024/03/11 01:27:09,,"LEV50001_020",2210
2024/03/11 01:27:39,,"LEV50001_020",2303
2024/03/11 01:28:09,,"LEV50001_020",2338
2024/03/11 01:28:39,,"LEV50001_020",2205
2024/03/11 01:29:09,,"LEV50001_020",2385
2024/03/11 01:29:39,,"LEV50001_020",2254
2024/03/11 01:30:09,,"LEV50001_020",2460
2024/03/11 01:30:39,,"LEV50001_020",2301
2024/03/11 01:31:09,,"LEV50001_020",2241
2024/03/11 01:31:39,,"LEV50001_020",2276
2024/03/11 01:32:09,,"LEV50001_020",2278
2024/03/11 01:32:39,,"LEV50001_020",2303
2024/03/11 01:33:09,,"LEV50001_020",2385
2024/03/11 01:33:39,,"LEV50001_020",2228
2024/03/11 01:34:09,,"LEV50001_020",2350
2024/03/11 01:34:39,,"LEV50001_020",2299
2024/03/11 01:35:09,,"LEV50001_020",2264
2024/03/11 01:35:39,,"LEV50001_020",2221
2024/03/11 01:36:09,,"LEV50001_020",2388
2024/03/11 01:36:39,,"LEV50001_020",2318
2024/03/11 01:37:09,,"LEV50001_020",2253
2024/03/11 01:37:39,,"LEV50001_020",2336
2024/03/11 01:38:09,,"LEV50001_020",2174
2024/03/11 01:38:39,,"LEV50001_020",2328
2024/03/11 01:39:09,,"LEV50001_020",2329
2024/03/11 01:39:39,,"LEV50001_020",2368
2024/03/11 01:40:09,,"LEV50001_020",2349
2024/03/11 01:40:39,,"LEV50001_020",2368
2024/03/11 01:41:09,,"LEV50001_020",2269
2024/03/11 01:41:39,,"LEV50001_020",2378
2024/03/11 01:42:09,,"LEV50001_020",2265
2024/03/11 01:42:39,,"LEV50001_020",2261
2024/03/11 01:43:10,,"LEV50001_020",2333
2024/03/11 01:43:40,,"LEV50001_020",2263
2024/03/11 01:44:10,,"LEV50001_020",2309
2024/03/11 01:44:40,,"LEV50001_020",2320
2024/03/11 01:45:10,,"LEV50001_020",2234
2024/03/11 01:45:40,,"LEV50001_020",2328
2024/03/11 01:46:10,,"LEV50001_020",2319
2024/03/11 01:46:40,,"LEV50001_020",2316
2024/03/11 01:47:10,,"LEV50001_020",2360
2024/03/11 01:47:40,,"LEV50001_020",2398
2024/03/11 01:48:10,,"LEV50001_020",2323
2024/03/11 01:48:40,,"LEV50001_020",2291
2024/03/11 01:49:10,,"LEV50001_020",2304
2024/03/11 01:49:40,,"LEV50001_020",2299
2024/03/11 01:50:10,,"LEV50001_020",2353
2024/03/11 01:50:40,,"LEV50001_020",2314
2024/03/11 01:51:10,,"LEV50001_020",2281
2024/03/11 01:51:40,,"LEV50001_020",2349
2024/03/11 01:52:10,,"LEV50001_020",2296
2024/03/11 01:52:40,,"LEV50001_020",2299
2024/03/11 01:53:10,,"LEV50001_020",2305
2024/03/11 01:53:40,,"LEV50001_020",2330
2024/03/11 01:54:10,,"LEV50001_020",2355
2024/03/11 01:54:40,,"LEV50001_020",2338
2024/03/11 01:55:10,,"LEV50001_020",2323
2024/03/11 01:55:40,,"LEV50001_020",2201
2024/03/11 01:56:10,,"LEV50001_020",2346
2024/03/11 01:56:40,,"LEV50001_020",2261
2024/03/11 01:57:10,,"LEV50001_020",2411
2024/03/11 01:57:40,,"LEV50001_020",2284
2024/03/11 01:58:10,,"LEV50001_020",2239
2024/03/11 01:58:40,,"LEV50001_020",2274
2024/03/11 01:59:10,,"LEV50001_020",2328
2024/03/11 01:59:40,,"LEV50001_020",2298
2024/03/11 02:00:10,,"LEV50001_020",2258
2024/03/11 02:00:40,,"LEV50001_020",2401
